FG,版次,物料描述,工厂,BOM用途,创建日期,修改日期,component,版次,组件描述,quantity,超领率,UOM,采购类型,优先级,替代组,使用可能性,ICT项目类别,排序字符串,项目文本行 2,策略,与核算成本相关标识,项目文本行1,生产仓储地点
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,601-1815,1A,"FMT test plan,CWDM4 COP,for Raisecom",1000.000,0,ST,E,0,,0,N,,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,602-1233,1A,"FQC test plan,CWDM4 offline for Raisecom",1000.000,0,ST,E,0,,0,N,,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,611-1398,1A,"S/ID,100G CWDM4 V2.0 for Raisecom",1000.000,0,ST,E,0,,0,N,,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,612-0621,1A,"A/W,100G CWDM4 V2.0 for Raisecom",1000.000,0,ST,E,0,,0,N,,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,2/22/21,613-1870,1A,"Lab,TR-FC13T-N00 CWDM4 V2,RC(Weld+Ocl)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,4/16/19,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,15.00,ST,F,0,,0,L,,,,X,,5016
500-4587,1C,"100G CWDM4 V2,Raisecom(Weld version+Ocl)",1000,1,4/16/19,11/27/20,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,5/6/20,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,611-0851,1B,"TR-FC13T-N09(QSFP28 CWDM4,Amazon)Se/ID",1000.000,0,ST,E,0,,0,N,,,,,,
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,612-0276,1A,"TR-FC13X-NAZ(QSFP28 eCWDM4,Amazon)A/W",1000.000,0,ST,E,0,,0,N,,,,,,
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,613-1000,1A,"TR-FC13T-NAZ(QSFP28 CWDM4,Amazon)Label",1000.000,0,ST,E,0,,0,N,,,,,,
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4607,1C,"40G&100G CWDM4 V2,Amazon,Weld(Gen3 Mit)",1000,1,4/19/19,11/27/20,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,5/6/20,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,611-0851,1B,"TR-FC13T-N09(QSFP28 CWDM4,Amazon)Se/ID",1000.000,0,ST,E,0,,0,N,,,,,,
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,612-0276,1A,"TR-FC13X-NAZ(QSFP28 eCWDM4,Amazon)A/W",1000.000,0,ST,E,0,,0,N,,,,,,
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,613-1000,1A,"TR-FC13T-NAZ(QSFP28 CWDM4,Amazon)Label",1000.000,0,ST,E,0,,0,N,,,,,,
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4608,1C,"40G&100G CWDM4 V2,AZ DB,Weld(Gen3 Mit)",1000,1,4/19/19,11/27/20,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,5/6/20,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,611-1274,1A,"S/ID,40G&100G,CWDM4 V2.0,AWS New CTLE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,612-0276,1A,"TR-FC13X-NAZ(QSFP28 eCWDM4,Amazon)A/W",1000.000,0,ST,E,0,,0,N,,,,,,
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,613-1280,1B,"Label,40G&100G CWDM4 V2.0,AWS New CTLE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4609,1C,"40G&100G CWDM4 V2,AWS New CTLE,Gen3 Mit",1000,1,4/19/19,11/27/20,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,5/6/20,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,611-1274,1A,"S/ID,40G&100G,CWDM4 V2.0,AWS New CTLE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,612-0276,1A,"TR-FC13X-NAZ(QSFP28 eCWDM4,Amazon)A/W",1000.000,0,ST,E,0,,0,N,,,,,,
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,613-1280,1B,"Label,40G&100G CWDM4 V2.0,AWS New CTLE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4610,1C,"40G&100G CWDM4,AWS DB New CTLE,Gen3 Mit",1000,1,4/19/19,11/27/20,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,7/12/19,502-2209,1D,"Mod Ass_BOM,N237,(Ocl+M37244)ZTE Vulcan",1000.000,0,ST,E,0,,0,N,,,,,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/7/20,2/26/21,601-1848,1A,"LP&FMT test plan,N237,100G CWDM4,for ZTE",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/7/20,2/26/21,601-1849,1A,"FMT test plan,N237,100G CWDM4,for ZTE",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/7/20,2/26/21,602-1257,1A,"FQC test plan,N237,100G CWDM4,ZTE",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,611-1954,1B,"S/D,TR-FC13T-N237 100G QSFP28 CWDM4,ZTE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,612-0932,1A,"A/W,TR-FC13T-N237 100G QSFP28 CWDM4,ZTE",1000.000,0,ST,E,0,,0,N,,,,,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,613-1035,1C,"(QSFP28 CWDM4,ZTE)Label(033030600035)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,621-00B2,0A,"Firmware file,CWDM4 With Max&Mac scheme",1000.000,0,ST,E,0,,0,N,B20A,,,,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,350-0230,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,350-0025,3A,"Carton,270*239*109,blank,shipments pack",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,1/18/22,350-0026,3A,"Carton,505*285*245,blank,shipments",6.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,330-0189,2A,"Label,29.0*15.0*0.1,white,ZTE",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,1/18/22,330-0138,1A,"Label,70.0*70.0*0.1mm,white,Chrom paper",37.500,0,ST,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,1/18/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",87.500,0,ST,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,4/19/19,2/26/21,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,2/26/21,,617-0091,1A,"Mod User,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,2/26/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4611,2A,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",1000,1,2/26/21,,619-0444,1A,"Con,TR-FC13T-N237 100G QSFP28 CWDM4,ZTE",1000.000,0,ST,E,0,,0,N,,,,X,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,502-1783-02,2B,"Module Ass-Bom,CWDM4 V2.0(Weld+Ocla DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,601-1861,1A,"LP&FMT testplan,N08,40G/100G CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,601-1862,1A,"FMT testplan,N08,40G/100G,CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,602-1266,1A,"FQC testplan,N08,40G/100G,CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,611-1427,1A,"S/ID,N08,40G/100G,CWDM4 V2.0,2Km,Arista",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,612-0242,1C,"(QSFP28 CWDM4,Stanand)Alarm warning file",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,613-1394,1A,"Label,QSFP28 CWDM4,for for Arista",1000.000,0,ST,E,0,,0,N,,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,330-0088,1A,"Label,29.0*15.0*0.1,white,Blank",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,1/18/22,330-0327,1A,"Label,100*100*0.1mm,white,blank,Arista",33.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,11/27/20,330-0328,1A,"Label,51*25.5*0.1mm,white,blank,Arista",1000.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,11/27/20,353-0003,1A,"bag,Arista Shipment",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,1/18/22,350-0291,1A,"Tray,78mm1x5pcs,Arista",200.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,352-0006,1A,"sponge,Up-Down,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,352-0007,1A,"sponge,Front-Back,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,,352-0008,1A,"sponge,Left-Right,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4623,1C,"40G/100G,CWDM4 V2.0,Std Arista(Weld+Ocl)",1000,1,5/7/19,11/27/20,351-0003,1A,"Carton,Arista(PKG-00581)",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,601-1863,1A,"LP&FMT testplan,N09,40G/100G,CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,601-1864,1A,"FMT testpla,N09,40G/100G,CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,602-1267,1A,"FQC testplan,N09,40G/100G,CWDM4 V2,AR",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,611-1427,1A,"S/ID,N08,40G/100G,CWDM4 V2.0,2Km,Arista",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,612-0242,1C,"(QSFP28 CWDM4,Stanand)Alarm warning file",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,613-1394,1A,"Label,QSFP28 CWDM4,for for Arista",1000.000,0,ST,E,0,,0,N,,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,6/10/20,621-008D,1D,"F/W,QSFP28 CWDM4 With Maxim&Semtech",1000.000,0,ST,E,0,,0,N,FW:8D1B,,,,,
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,330-0088,1A,"Label,29.0*15.0*0.1,white,Blank",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,1/18/22,330-0327,1A,"Label,100*100*0.1mm,white,blank,Arista",33.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,11/27/20,330-0328,1A,"Label,51*25.5*0.1mm,white,blank,Arista",1000.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,11/27/20,353-0003,1A,"bag,Arista Shipment",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,1/18/22,350-0291,1A,"Tray,78mm1x5pcs,Arista",200.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,352-0006,1A,"sponge,Up-Down,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,352-0007,1A,"sponge,Front-Back,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,,352-0008,1A,"sponge,Left-Right,pink,Arista",31.000,0,ST,F,0,,0,L,,,,X,,5016
500-4624,1C,"40G&100G,CWDM4 V2,Std Arista(Gen3 Mit)",1000,1,5/7/19,11/27/20,351-0003,1A,"Carton,Arista(PKG-00581)",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,5/6/20,502-2003,1D,"Mod Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,,601-1965,1A,"LP&FMT,QSFP28 CWDM4 COP,HT(34061299-001)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,,601-1966,1A,"FMT,QSFP28 CWDM4 COP,HT(34061299-001)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,,602-1331,1A,"FQC,QSFP28 CWDM4 COP,HT(34061299-001)",1000.000,0,ST,E,0,,0,N,,,,,,
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,,611-1139,1A,"TR-FC13T-N06(QSFP28 CWDM4,HT)S/ID file",1000.000,0,ST,E,0,,0,N,,,,,,
500-4703,1C,"CWDM4 V2.0,HT(34061299-001)(Gen3 Mit)",1000,1,5/28/19,,612-0247,1A,"TR-FC13T-N00(QSFP28 CWDM4,HT)A/W file",1000.000,0,ST,E,0,,0,N,,,,,,
