类,交货,项目,类别,创建者,时间,创建日期,PN,已输入物料,物料组,Plant,Storage,批次,供应商批次,客户物料号,产品模式,Quantity_Delivered,计,SU,分子,分母,净重量,毛重,WUn,业务量,VUn,PD,无限制,过量交货限度,交货不足限度,BS,冻结,Mat.Av.Dt.,Quantity,Description,仓位,起始凭证,项目,凭证,PrDocLogSys,参考凭证,参考项,U,上层项,BilRl,LGrp,运输组
800,0080210380,10,YKEN,BIZLINK,2:03:26 PM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019530,650,X,0,K,0001,0001
800,0080210381,10,YKEN,BIZLINK,2:06:12 PM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019531,650,X,0,K,0001,0001
800,0080210382,10,YKEN,BIZLINK,2:08:23 PM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019532,650,X,0,K,0001,0001
800,0080210403,10,YKEN,BIZLINK,2:31:43 PM,2/29/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019548,200,X,0,K,0001,0001
800,0080210552,20,YKEN,BIZLINK,9:55:09 PM,2/29/24,500-5614-030,500-5614-030,500,1000,3013,,,10-3181-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 30m BRCM Vcsel Cisco,,,0,,,0040019560,20,X,0,K,0001,0001
800,0080210774,10,YKBN,BIZLINK,12:18:55 PM,3/3/24,500-5614-001,500-5614-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 1m BRCM Vcsel Cisco,,,0,,,0020017747,720,X,0,,0001,0001
800,0080210775,10,YKBN,BIZLINK,12:19:25 PM,3/3/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,250,X,0,,0001,0001
800,0080210777,10,YKBN,BIZLINK,12:19:44 PM,3/3/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,270,X,0,,0001,0001
800,0080210780,10,YKBN,BIZLINK,12:20:41 PM,3/3/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/12/24,80,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0020017747,960,X,0,,0001,0001
800,0080210781,10,YKBN,BIZLINK,12:20:50 PM,3/3/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/19/24,80,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0020017747,970,X,0,,0001,0001
800,0080210783,10,YKBN,BIZLINK,12:21:46 PM,3/3/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0020017747,70,X,0,,0001,0001
800,0080211457,10,YKBN,BIZLINK,9:46:17 AM,3/7/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0020017747,470,X,0,,0001,0001
800,0080212172,10,YKBN,BIZLINK,8:55:48 AM,3/12/24,500-5391-010,500-5391-010,500,7000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/15/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020018029,10,X,0,,0001,0001
800,0080212601,10,YKBN,BIZLINK,1:43:10 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/18/24,80,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020017993,70,X,0,,0001,0001
800,0080212830,10,YKBN,BIZLINK,7:51:27 AM,3/16/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/18/24,80,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017930,100,X,0,,0001,0001
800,0080212974,10,YKEN,BIZLINK,9:43:55 PM,3/17/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,80,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0040019600,70,X,0,K,0001,0001
800,0080213020,10,YKEN,BIZLINK,10:40:31 PM,3/17/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,80,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019646,10,X,0,K,0001,0001
800,0080213021,10,YKEN,BIZLINK,10:42:05 PM,3/17/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019647,270,X,0,K,0001,0001
800,0080213237,10,YKEN,BIZLINK,9:20:26 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019671,160,X,0,K,0001,0001
800,0080213239,10,YKEN,BIZLINK,9:21:57 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019673,160,X,0,K,0001,0001
800,0080213244,10,YKEN,BIZLINK,9:23:58 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019676,160,X,0,K,0001,0001
800,0080204679,10,YKBN,BIZLINK,10:22:09 PM,1/19/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,84,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,84,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,200,X,0,,0001,0001
800,0080210405,10,YKEN,BIZLINK,2:36:19 PM,2/29/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,84,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,84,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0040019550,200,X,0,K,0001,0001
800,0080206235,10,YKEN,BIZLINK,7:59:19 PM,1/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,85,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,85,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040018867,10,X,0,K,0001,0001
800,0080208967,20,ZTAN,BIZLINK,9:44:49 AM,2/22/24,500-3776-02,500-3776-02,500,7000,3013,,,TR-FC13T-N00,SM,85,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/22/24,85,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",,,0,,,0010039248,40,X,0,K,0001,0001
800,0080206466,10,YKEN,BIZLINK,2:02:04 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,90,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,90,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019044,10,X,0,K,0001,0001
800,0080206490,10,YKEN,BIZLINK,2:03:08 PM,1/30/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,90,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,90,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0040019068,10,X,0,K,0001,0001
800,0080206881,10,YKBN,BIZLINK,8:26:01 AM,2/1/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,90,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,90,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017786,10,X,0,,0001,0001
800,0080210145,10,YKEN,BIZLINK,11:41:07 PM,2/28/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,90,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/28/24,90,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019437,580,X,0,K,0001,0001
800,0080205929,10,YKBN,BIZLINK,6:24:40 PM,1/27/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/2/24,96,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017815,10,X,0,,0001,0001
800,0080209250,10,YKBN,BIZLINK,4:42:41 PM,2/23/24,561-0126,561-0126,561,7000,3013,,,10-3512-01,MM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,96,"100G SR4 G3 semetch+BRCM+GCS,cisco TW",,,0,,,0020017993,90,X,0,,0001,0001
800,0080209360,10,YKBN,BIZLINK,9:15:19 PM,2/23/24,500-5702,500-5702,500,7000,3013,,,10-3512-01,MM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,96,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0020017993,100,X,0,,0001,0001
800,0080209853,10,YKEN,BIZLINK,1:08:18 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,96,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019360,10,X,0,K,0001,0001
800,0080212600,10,YKBN,BIZLINK,1:42:59 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/18/24,96,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020017993,60,X,0,,0001,0001
800,0080213231,10,YKEN,BIZLINK,9:15:53 AM,3/19/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,96,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,96,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019668,10,X,0,K,0001,0001
800,0080202568,10,ZTAN,BIZLINK,1:44:02 PM,1/6/24,500-4888,500-4888,500,1000,3013,,,Q.161HG.2.C,SM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/8/24,100,"CWDM4 COP V2.0,FlexOptix(Gen3 Mit DFB)",,,0,,,0010037774,150,X,0,K,0001,0001
800,0080206060,10,ZTAN,BIZLINK,9:38:01 AM,1/29/24,500-4292,500-4292,500,1000,3013,,,TR-FC13T-N00,SM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,100,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",,,0,,,0010038872,10,X,0,K,0001,0001
800,0080206878,10,YKBN,BIZLINK,8:25:19 AM,2/1/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,100,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017747,610,X,0,,0001,0001
800,0080208503,10,ZTAN,BIZLINK,8:56:30 PM,2/18/24,500-4889,500-4889,500,1000,3013,,,Q.161HG.2.C,SM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/19/24,100,"CWDM4 COP V2.0,FlexOptix(Oclaro DFB)",,,0,,,0010037774,160,X,0,K,0001,0001
800,0080209527,10,YKEN,BIZLINK,5:10:50 PM,2/25/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,100,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019335,10,X,0,K,0001,0001
800,0080212270,70,ZTAN,YANGXM,4:27:54 PM,3/12/24,500-4692,500-4692,500,1000,3013,,,BD3400000018,SM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,100,"QSFP+ LR4 V3.0(Mitsubishi Gen3),Standard",,,0,,,0010039294,120,X,0,K,0001,0001
800,0080212829,10,YKBN,BIZLINK,7:51:06 AM,3/16/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,100,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017862,10,X,0,,0001,0001
800,0080212972,10,YKEN,BIZLINK,9:39:01 PM,3/17/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,100,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019598,580,X,0,K,0001,0001
800,0080213201,10,YKBN,BIZLINK,7:56:22 PM,3/18/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,100,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,100,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017920,30,X,0,,0001,0001
800,0080205936,10,YKBN,BIZLINK,8:23:17 AM,2/1/24,500-5614-007,500-5614-007,500,1000,3013,,,10-3176-04,MM,101,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/2/24,101,Q28 AOC G3 7m BRCM Vcsel Cisco,,,0,,,0020017742,80,X,0,,0001,0001
800,0080213018,10,YKEN,BIZLINK,10:38:29 PM,3/17/24,500-5614-007,500-5614-007,500,1000,3013,,,10-3176-04,MM,101,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,101,Q28 AOC G3 7m BRCM Vcsel Cisco,,,0,,,0040019644,80,X,0,K,0001,0001
800,0080205117,10,ZTAN,YANGLH,10:54:21 AM,1/23/24,500-5522,500-5522,500,1000,3013,,,033030600022,MM,102,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/23/24,102,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",,,0,,,0010035597,10,X,0,K,0001,0001
800,0080204474,10,YKBN,BIZLINK,8:54:32 PM,1/18/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,104,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/18/24,104,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017598,10,X,0,,0001,0001
800,0080206256,10,YKEN,BIZLINK,8:18:33 PM,1/29/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,104,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,104,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040018883,10,X,0,K,0001,0001
800,0080208967,10,ZTAN,BIZLINK,9:44:49 AM,2/22/24,500-4292,500-4292,500,7000,3013,,,TR-FC13T-N00,SM,105,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/22/24,105,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",,,0,,,0010039248,30,X,0,K,0001,0001
800,0080204675,10,ZTAN,BIZLINK,10:17:48 PM,1/19/24,500-3432-005,500-3432-005,500,1000,3013,,,740-065632,MM,108,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/19/24,108,"100G QSFP28 AOC V2M,5m,JC(740-065632）",,,0,,,0010038680,10,X,0,K,0001,0001
800,0080203334,10,YKBN,WANGZB,3:13:10 PM,1/11/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,110,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/11/24,110,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020017887,10,X,0,,0001,0001
800,0080206879,10,YKBN,BIZLINK,8:25:30 AM,2/1/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,110,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,110,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017747,620,X,0,,0001,0001
800,0080212973,10,YKEN,BIZLINK,9:41:25 PM,3/17/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,110,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,110,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019599,580,X,0,K,0001,0001
800,0080213202,10,YKBN,BIZLINK,7:56:32 PM,3/18/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,110,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,110,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017920,40,X,0,,0001,0001
800,0080202623,10,YKBN,BIZLINK,4:05:40 PM,1/6/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,112,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/6/24,112,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017595,10,X,0,,0001,0001
800,0080207588,10,YKBN,BIZLINK,8:04:32 AM,2/7/24,500-5702,500-5702,500,7000,3013,,,10-3512-01,MM,112,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,112,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0020017952,10,X,0,,0001,0001
800,0080210560,10,YKEN,BIZLINK,8:58:11 AM,3/1/24,500-5702,500-5702,500,7000,3013,,,10-3512-01,MM,112,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,112,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0040019566,10,X,0,K,0001,0001
800,0080205559,10,ZTAN,BIZLINK,3:29:47 PM,1/25/24,500-7207-003,500-7207-003,500,1000,3013,,,TF-FC003-N00,MM,115,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/25/24,115,"100G AOC Gen3,3m,Sony Vcsel,Standard",,,0,,,0010038550,10,X,0,K,0001,0001
800,0080206342,10,YKEN,BIZLINK,1:56:45 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,115,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,115,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040018920,10,X,0,K,0001,0001
800,0080212171,10,YKBN,BIZLINK,8:55:31 AM,3/12/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,115,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/24/24,115,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017856,40,X,0,,0001,0001
800,0080210555,10,YKEN,BIZLINK,10:28:56 PM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,117,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,117,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019563,240,X,0,K,0001,0001
800,0080208508,10,YKBN,BIZLINK,9:33:55 PM,2/18/24,561-0098,561-0098,561,1000,3013,,,10-3145-02,SM,118,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/19/24,118,"100G QSFP28 CWDM4 COP V2(Mit),Cisco,TW",,,0,,,0020017862,100,X,0,,0001,0001
800,0080204475,10,YKBN,BIZLINK,8:54:39 PM,1/18/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/18/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017599,10,X,0,,0001,0001
800,0080206268,10,YKEN,BIZLINK,8:22:12 PM,1/29/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,120,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040018895,10,X,0,K,0001,0001
800,0080206341,10,YKEN,BIZLINK,1:56:42 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040018919,10,X,0,K,0001,0001
800,0080206406,10,YKEN,BIZLINK,1:59:29 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040018984,10,X,0,K,0001,0001
800,0080206409,10,YKEN,BIZLINK,1:59:37 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040018987,10,X,0,K,0001,0001
800,0080206410,10,YKEN,BIZLINK,1:59:40 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040018988,10,X,0,K,0001,0001
800,0080206461,10,YKEN,BIZLINK,2:01:51 PM,1/30/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040019039,10,X,0,K,0001,0001
800,0080206536,10,YKEN,BIZLINK,2:05:00 PM,1/30/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040019114,10,X,0,K,0001,0001
800,0080206545,10,YKEN,BIZLINK,2:05:22 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019123,10,X,0,K,0001,0001
800,0080206880,10,YKBN,BIZLINK,8:25:47 AM,2/1/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,120,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017752,10,X,0,,0001,0001
800,0080209069,10,ZTAN,BIZLINK,4:45:28 PM,2/22/24,500-6485,500-6485,500,1000,3013,,,TR-QQ13Y-N00,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/22/24,120,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),Std",,,0,,,0010039226,10,X,0,K,0001,0001
800,0080209430,10,YKEN,BIZLINK,4:17:58 PM,2/25/24,500-5614-010,500-5614-010,500,1000,3013,,,10-3177-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,120,Q28 AOC G3 10m BRCM Vcsel Cisco,,,0,,,0040019238,10,X,0,K,0001,0001
800,0080209463,10,YKEN,BIZLINK,4:19:19 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019271,10,X,0,K,0001,0001
800,0080209508,10,YKEN,BIZLINK,5:10:04 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019316,10,X,0,K,0001,0001
800,0080209519,10,YKEN,BIZLINK,5:10:30 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,120,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019327,10,X,0,K,0001,0001
800,0080209844,10,YKEN,BIZLINK,12:56:04 PM,2/27/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,120,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040019352,10,X,0,K,0001,0001
800,0080210319,10,YKEN,ZHANGDL,11:32:20 AM,2/29/24,500-5550,500-5550,500,1000,3013,,,34061299,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,120,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",,,0,,,0040019507,1,X,0,K,0001,0001
800,0080210516,20,YKEN,BIZLINK,6:43:15 PM,2/29/24,500-5614-015,500-5614-015,500,1000,3013,,,10-3178-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,120,Q28 AOC G3 15m BRCM Vcsel Cisco,,,0,,,0040019559,30,X,0,K,0001,0001
