版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
,0,500-6159-015,"100G QSFP28 Gen3,SFP28 V4S AOC,15M,Std",1000,2013,成品二仓,,2
,0,500-6159-020,"100G QSFP28 Gen3,SFP28 V4S AOC,20M,Std",1000,2013,成品二仓,,3
,0,500-6207,"100G SR4 Gen3,Avago LP Vcsel array,Sdy",2000,2013,成品二仓,,3
,0,500-6249-010,"100G QSFP28 Gen3,SFP28 V4S AOC,10M,Std",1000,2013,成品二仓,,1
,0,500-6253,"100G SR4 Gen3,Toptrans Vcsel,Std",1000,2013,成品二仓,,171
,0,500-6393,QSFP+ SR4 G3 40G 100m BK,1000,2013,成品二仓,,2
,0,500-6512,"100G SR4 Gen3 100G adaptive 40G,std",1000,2013,成品二仓,,495
,0,500-6512,"100G SR4 Gen3 100G adaptive 40G,std",2000,2013,成品二仓,,194
,0,500-7179-003,"100G QSFP28 Gen3,SFP28 V4S AOC,3M,Std",1000,2013,成品二仓,,8
,0,500-7179-010,"100G QSFP28 Gen3,SFP28 V4S AOC,10M,Std",1000,2013,成品二仓,,1
,0,500-7207-003,"100G AOC Gen3,3m,Sony Vcsel,Standard",1000,2013,成品二仓,,13
,0,500-7207-010,"100G AOC Gen3,10m,Sony Vcsel,Standard",1000,2013,成品二仓,,2
,,,,,2013,,,2910
1C,0,223-0011,"CM,OB Ass-BOM,500031(Welding)",2000,2016,制二线边仓,2411400013,172
1B,0,223-0012,"CM,Lens&Al Cover Sub-Ass-BOM,500031",2000,2016,制二线边仓,2411200248,375
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231120000,41
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231122767,84
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231122931,268
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231123000,163
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231124000,67
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231126576,7
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231128000,70
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231207118,26
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231209000,7
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231211000,2
2A,0,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2016,制二线边仓,P231217762,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231115428,11
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231115603,13
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231115604,16
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231116890,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231116891,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231116892,4
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231116893,5
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231117000,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231117001,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231117002,5
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231117003,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231120000,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231120001,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231120002,5
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231120003,17
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121536,4
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121537,11
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121538,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121539,17
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121540,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231121541,11
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231122927,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231122928,8
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231123000,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231123001,4
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231123002,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231124000,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231126574,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231126575,8
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231127898,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231127899,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231129000,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231129001,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231130206,6
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231201096,3
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231201097,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231202604,26
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231203000,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231203001,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231204119,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231204120,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231208906,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231209000,5
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P231211000,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,2016,制二线边仓,P240113120,3
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,1000,2016,制二线边仓,2361800031,600
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,2000,2016,制二线边仓,20C2200109,105
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,2000,2016,制二线边仓,2360300094,124
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,2000,2016,制二线边仓,2361100135,1000
,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,2016,制二线边仓,20230706,23
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,2016,制二线边仓,2352400108,134
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,2016,制二线边仓,2352400109,43
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,2016,制二线边仓,23B1700119,700
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,2000,2016,制二线边仓,20C2200109,205
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,2000,2016,制二线边仓,2332000104,129
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,2000,2016,制二线边仓,2352400108,900
,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,20230706,23
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,2332000105,108
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,2332000108,86
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,2360300096,52
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,2361100136,280
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,2383100121,47
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,1000,2016,制二线边仓,23A0300028,4
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,2000,2016,制二线边仓,2332000105,515
1A,0,280-0441,TX Clens R1.419 D1.8 T1.70,2000,2016,制二线边仓,23C0800113,300
,0,280-0442,TX Clens R1.419 D1.8 T1.75,1000,2016,制二线边仓,20230706,23
1A,0,280-0442,TX Clens R1.419 D1.8 T1.75,1000,2016,制二线边仓,20C2700008,55
1A,0,280-0442,TX Clens R1.419 D1.8 T1.75,1000,2016,制二线边仓,2392800135,121
1A,0,280-0442,TX Clens R1.419 D1.8 T1.75,1000,2016,制二线边仓,23A2800196,101
1A,0,280-0442,TX Clens R1.419 D1.8 T1.75,2000,2016,制二线边仓,23A2800196,300
,0,280-0443,TX Clens R1.419 D1.8 T1.80,1000,2016,制二线边仓,20230706,25
1A,0,280-0443,TX Clens R1.419 D1.8 T1.80,1000,2016,制二线边仓,2333100078,335
1A,0,280-0443,TX Clens R1.419 D1.8 T1.80,1000,2016,制二线边仓,2370800270,200
1A,0,280-0443,TX Clens R1.419 D1.8 T1.80,1000,2016,制二线边仓,2383100121,40
1A,0,280-0443,TX Clens R1.419 D1.8 T1.80,2000,2016,制二线边仓,2333100078,179
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,1000,2016,制二线边仓,20C1500072,499
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,1000,2016,制二线边仓,2340800101,227
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,1000,2016,制二线边仓,2370800270,72
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,1000,2016,制二线边仓,2383100121,2
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,2000,2016,制二线边仓,2332000104,42
1A,0,280-0444,TX Clens R1.419 D1.8 T1.85,2000,2016,制二线边仓,2333100079,87
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,1000,2016,制二线边仓,2333100080,380
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,1000,2016,制二线边仓,2362000081,20
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,1000,2016,制二线边仓,23A0300028,300
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,2000,2016,制二线边仓,21C2900038,62
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,2000,2016,制二线边仓,2321800043,28
1A,0,280-0445,TX Clens R1.419 D1.8 T1.90,2000,2016,制二线边仓,2333100080,100
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,1000,2016,制二线边仓,23A1000018,400
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,2000,2016,制二线边仓,20C2400023,100
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,2000,2016,制二线边仓,2332000104,123
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,2000,2016,制二线边仓,2332000105,200
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,2000,2016,制二线边仓,2333100081,24
1A,0,280-0446,TX Clens R1.419 D1.8 T1.95,2000,2016,制二线边仓,2351500088,35
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,1000,2016,制二线边仓,2342100137,799
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,1000,2016,制二线边仓,2361100137,65
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,1000,2016,制二线边仓,23A0300028,36
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,2000,2016,制二线边仓,20C0800045,100
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,2000,2016,制二线边仓,2322500030,104
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,2000,2016,制二线边仓,2332000105,100
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,2000,2016,制二线边仓,2342600177,100
1A,0,280-0447,TX Clens R1.419 D1.8 T2.00,2000,2016,制二线边仓,23B0800150,300
,0,280-0511-03,"Clens,3dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,2023071804,86
1A,0,280-0511-03,"Clens,3dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,2171000171,1544
,0,280-0511-04,"Clens,4dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,2023071101,822
1A,0,280-0511-05,"Clens,5dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,23A1800291,392
1A,0,280-0511-06,"Clens,6dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,2392400135,5000
1A,0,280-0511-06,"Clens,6dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,23A0600144,500
1A,0,280-0511-06,"Clens,6dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,23A0600145,3500
1A,0,280-0511-06,"Clens,6dB(R1.419xD1.4xT1.7)",2000,2016,制二线边仓,23A1800292,2567
1A,0,280-0546,TX Clens R1.5 D1.8 T1.60,1000,2016,制二线边仓,2362000081,14
1A,0,280-0546,TX Clens R1.5 D1.8 T1.60,1000,2016,制二线边仓,2383100121,50
1A,0,280-0546,TX Clens R1.5 D1.8 T1.60,1000,2016,制二线边仓,23A0300028,36
1A,0,280-0546,TX Clens R1.5 D1.8 T1.60,2000,2016,制二线边仓,23C2200162,15
1A,0,280-0546,TX Clens R1.5 D1.8 T1.60,2000,2016,制二线边仓,2411400102,792
1A,0,280-0547,TX Clens R1.5 D1.8 T1.65,2000,2016,制二线边仓,2360300095,1000
1A,0,280-0547,TX Clens R1.5 D1.8 T1.65,2000,2016,制二线边仓,23C2000007,113
1A,0,280-0547,TX Clens R1.5 D1.8 T1.65,2000,2016,制二线边仓,2411400102,320
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,1000,2016,制二线边仓,2352400109,320
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,1000,2016,制二线边仓,2383100248,23
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,1000,2016,制二线边仓,23B1000133,57
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,2000,2016,制二线边仓,20C0700039,416
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,2000,2016,制二线边仓,20C2700008,200
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,2000,2016,制二线边仓,2383100120,48
1A,0,280-0548,TX Clens R1.5 D1.8 T1.70,2000,2016,制二线边仓,23A1000018,100
1A,0,280-0549,TX Clens R1.5 D1.8 T1.75,1000,2016,制二线边仓,2360300096,300
1A,0,280-0549,TX Clens R1.5 D1.8 T1.75,1000,2016,制二线边仓,23B1400078,500
1A,0,280-0549,TX Clens R1.5 D1.8 T1.75,2000,2016,制二线边仓,21C2900038,600
1A,0,280-0549,TX Clens R1.5 D1.8 T1.75,2000,2016,制二线边仓,23A1000018,85
1A,0,280-0551,TX Clens R1.65 D1.8 T1.55,2000,2016,制二线边仓,2411400102,1008
1A,0,280-0552,TX Clens R1.65 D1.8 T1.60,2000,2016,制二线边仓,2411400103,1468
1A,0,280-0553,TX Clens R1.65 D1.8 T1.65,2000,2016,制二线边仓,2411500234,1590
1A,0,280-0554,TX Clens R1.65 D1.8 T1.70,2000,2016,制二线边仓,2411600270,2362
1A,0,280-0555,TX Clens R1.65 D1.8 T1.75,2000,2016,制二线边仓,2411600271,1948
,0,280-0556,TX Clens R1.65 D1.8 T1.80,1000,2016,制二线边仓,20230706,7
1A,0,280-0556,TX Clens R1.65 D1.8 T1.80,2000,2016,制二线边仓,23C2100085,722
1A,0,280-0556,TX Clens R1.65 D1.8 T1.80,2000,2016,制二线边仓,23C2200209,1000
1A,0,280-0556,TX Clens R1.65 D1.8 T1.80,2000,2016,制二线边仓,2411500234,93
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,1000,2016,制二线边仓,2333100080,50
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,1000,2016,制二线边仓,2370800270,43
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,2000,2016,制二线边仓,23C2200164,461
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,2000,2016,制二线边仓,2411400102,500
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,2000,2016,制二线边仓,2411400103,452
1A,0,280-0557,TX Clens R1.65 D1.8 T1.85,2000,2016,制二线边仓,2411500234,600
1A,0,280-0558,TX Clens R1.65 D1.8 T1.90,1000,2016,制二线边仓,2340800101,28
1A,0,280-0558,TX Clens R1.65 D1.8 T1.90,1000,2016,制二线边仓,2352400108,64
1A,0,280-0558,TX Clens R1.65 D1.8 T1.90,1000,2016,制二线边仓,2383100248,808
1A,0,280-0558,TX Clens R1.65 D1.8 T1.90,2000,2016,制二线边仓,2411600270,539
1A,0,280-0558,TX Clens R1.65 D1.8 T1.90,2000,2016,制二线边仓,2411600271,1620
1C,0,280-0650,TX receptacle,2000,2016,制二线边仓,2411600274,2515
1C,0,280-0695,TX Devide Side C-Lens Holder 2.2*1.8*3,2000,2016,制二线边仓,23C1500171,62
1C,0,280-0695,TX Devide Side C-Lens Holder 2.2*1.8*3,2000,2016,制二线边仓,23C2600101,8000
1C,0,280-0695,TX Devide Side C-Lens Holder 2.2*1.8*3,2000,2016,制二线边仓,2410900314,10600
1C,0,280-0695,TX Devide Side C-Lens Holder 2.2*1.8*3,2000,2016,制二线边仓,2410900315,16000
1B,0,280-0702,"Tilt prism,3.15*1.47*1.2,14.93&5.19deg",2000,2016,制二线边仓,2340600083,777
1B,0,280-0702,"Tilt prism,3.15*1.47*1.2,14.93&5.19deg",2000,2016,制二线边仓,2341100016,660
1B,0,280-0702,"Tilt prism,3.15*1.47*1.2,14.93&5.19deg",2000,2016,制二线边仓,2341100017,640
1B,0,280-0702,"Tilt prism,3.15*1.47*1.2,14.93&5.19deg",2000,2016,制二线边仓,2381000083,54
1A,0,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,2000,2016,制二线边仓,2251600282,8
1A,0,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,2000,2016,制二线边仓,23C1500173,73
1A,0,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,2000,2016,制二线边仓,2410400383,700
1A,0,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,2000,2016,制二线边仓,2410400384,5800
1A,0,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,2000,2016,制二线边仓,2411800479,10000
1A,0,280-0897,"Light path lift,73.3deg,2.54*3.15*1.27mm",2000,2016,制二线边仓,2170800173,650
1B,0,280-0898,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",2000,2016,制二线边仓,2410700114,10
1B,0,280-0898,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",2000,2016,制二线边仓,2411600276,500
1B,0,280-0898,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",2000,2016,制二线边仓,2411700314,100
1B,0,280-0898,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",2000,2016,制二线边仓,2411700315,9900
1A,0,280-0994,"Rx shim,73.3deg,3*1.2*1.27mm,N-BK7",2000,2016,制二线边仓,2361500014,360
1A,0,280-0995,"Rx shim,80deg,3.2*2*1.2mm,N-BK7",2000,2016,制二线边仓,1842200084,784
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,1000,2016,制二线边仓,2352800031,328
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,1000,2016,制二线边仓,2383100121,15
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,1000,2016,制二线边仓,23A0300028,57
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,2000,2016,制二线边仓,2361100101,1000
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,2000,2016,制二线边仓,23C0700095,266
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,2000,2016,制二线边仓,23C1800116,160
1A,0,280-1002,CWDM4 Clens NSF11 AR R1.500 D1.8 T1.583,2000,2016,制二线边仓,2411500234,220
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230802534,511
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230803688,600
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230829466,600
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230902334,800
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230902349,800
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230909103,800
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230909128,800
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230911494,600
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P230916020,600
1A,0,280-1067,"G-lens Ass-Bom,100G CLR4 ET&LR4 Ethernet",2000,2016,制二线边仓,P231110981,828
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240106001,202
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240106002,900
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240108000,800
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240108001,100
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240110000,200
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240110001,1200
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240110002,300
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240116000,900
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240116001,1000
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240118967,200
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240118968,700
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240119351,500
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240119352,400
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240124909,800
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240128530,1200
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240128531,600
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240129000,300
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240129001,600
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240130635,900
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240201579,1200
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240201580,600
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240202000,600
1A,0,280-1391,"Molding Lens&Al Cover Sub-Ass,CWDM4 Gen3",2000,2016,制二线边仓,P240202001,800
1A,0,280-1480-27,"TX COC,CWDM4 COP(sumitomo DFB 1270nm)",2000,2016,制二线边仓,2412800162,100
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240204495,189
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205526,8
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205527,63
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205528,4
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205529,57
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205530,108
1B,0,280-1638,"CB Assembly BOM,CWDM4 Gen3(CB merger)",2000,2016,制二线边仓,P240205531,190
