Creation_Date,Sales_Channel,订单类型描述,CustomerCode,CustomerName,注释,Series,PN,Model,Description,物料组2描述,物料组3描述,物料短描述,DeliveryDate0,DeliveryQuantity,Revenue,UnmetQuantity,SONumber,CompanyCode,SystemSONumber,ItemId,CompanyName,IndustrialStandard,CustomerPN,Quantity,Currency,DeliveryDate,销售员姓名,拒绝原因描述,创建人,
3/12/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,596.000,2403POSC00030596,1000,10039617,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,596,CNY,5/6/24,符春凯,,YANGLH,
3/12/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6161,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0(100G CWDM4 Ocl),UNIS",,0,,108.000,111579566_10,1000,10039624,10,苏州旭创科技有限公司,TR-FC13T-N4X,3406A079,108,CNY,3/12/24,高爽,,WANGZB,
3/13/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,4.000,TSPO240312801000056,1000,10039628,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,4,USD,4/20/24,符春凯,,SUNYJ,
3/13/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240312801000057,1000,10039629,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/20/24,符春凯,,SUNYJ,
3/13/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240312801000058,1000,10039630,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/20/24,符春凯,,SUNYJ,
3/13/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240312801000060,1000,10039632,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/20/24,符春凯,,SUNYJ,
3/13/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,144.000,TSPO240312801000061,1000,10039633,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,144,USD,4/20/24,符春凯,,SUNYJ,
3/13/24,国外-渠道,标准销售订单,200613,GREEN ENERGY GLOBAL INVESTMENT LIMITED,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,,0,,770.000,INC20240313001,1000,10039634,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,770,USD,4/1/24,高爽,,SUNYJ,
3/13/24,国外-渠道,标准销售订单,200613,GREEN ENERGY GLOBAL INVESTMENT LIMITED,,100G,500-5529,100G QSFP28 eCWDM4 Gen3.0,100G QSFP28 eCWDM4 Gen3.0,100G QSFP28 eCWDM4,,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",,70.000,,70.000,INC20240313002,1000,10039635,20,苏州旭创科技有限公司,TR-FC13X-N00,AB-QT0613C4eL,70,USD,3/20/24,高爽,,SUNYJ,
3/13/24,国内-直销,标准销售订单,100391,阿里云计算有限公司,,100G,500-5529,100G QSFP28 eCWDM4 Gen3.0,100G QSFP28 eCWDM4 Gen3.0,100G QSFP28 eCWDM4,,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",,0,,1000.000,PO22620317,1000,10039647,10,苏州旭创科技有限公司,TR-FC13X-N00,AB-QT0613C4eL,1000,CNY,3/20/24,高爽,,SUNYJ,
3/14/24,国外-渠道,标准销售订单,200613,GREEN ENERGY GLOBAL INVESTMENT LIMITED,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,,0,,50.000,INC20240314002,1000,10039660,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,50,USD,3/18/24,高爽,,SUNYJ,
3/15/24,国外-直销,标准销售订单,200026,FlexOptix GmbH,FlexOptix GmbH,100G,500-4888,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 COP V2.0,FlexOptix(Gen3 Mit DFB)",,0,,600.000,100-BA2407214,1000,10039668,10,苏州旭创科技有限公司,TR-FC13T-N00,Q.161HG.2.C,600,USD,3/15/24,吴盛,客户取消订单,WANGMH,
3/15/24,国外-直销,标准销售订单,200026,FlexOptix GmbH,FlexOptix GmbH,100G,500-4888,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 COP V2.0,FlexOptix(Gen3 Mit DFB)",,0,,600.000,100-BA2407214,7000,10039672,10,innolight tech. pte. lim.,TR-FC13T-N00,Q.161HG.2.C,600,USD,3/15/24,吴盛,,WANGMH,
3/15/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,606.000,2403POSC00043894,1000,10039674,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,606,CNY,3/15/24,符春凯,,YANGLH,
3/17/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4378,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,HP,Weld(Ocl DFB+M37244)",,0,,60.000,111597436_4,1000,10039690,10,苏州旭创科技有限公司,TR-FC13T-NHP,3406A058,60,CNY,3/18/24,高爽,,WANGZB,
3/17/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,10.000,111658827_2,1000,10039691,10,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,10,CNY,3/18/24,高爽,,WANGZB,
3/17/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,60.000,111658827_2,1000,10039691,20,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,60,CNY,3/18/24,高爽,,WANGZB,
3/18/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6028,40G QSFP+ LX4 Gen3.0(100G QSFP28 CWDM4 Gen3.0 platform),40G QSFP+ LX4 Gen3(100G Q28 CWDM4 G3平台),40G QSFP+ LX4,,40G QSFP+ LX4 Gen3 for HT(34062796),,0,,576.000,HWHG2764622-4,1000,10039697,1,苏州旭创科技有限公司,TR-QQ13Y-N00,34062796,576,CNY,7/14/24,严冰艾,,BIZLINK,
3/18/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,80.000,2403POSC00051356,1000,10039713,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,80,CNY,6/17/24,符春凯,,YANGLH,
3/18/24,国外-直销,标准销售订单,200065,Cisco Systems,Cisco Systems,100G,500-5391-007,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 7m Sony Vcsel Cisco,,0,,410.000,2020430940,1000,10039714,10,苏州旭创科技有限公司,TF-FC007-NC4,10-3176-04,410,USD,5/24/24,莫兆熊,,HURN,
3/18/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,2.000,2403POSC00047287,1000,10039715,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,2,CNY,6/10/24,符春凯,,YANGLH,
3/20/24,国内-直销,标准销售订单,100185,深圳融溢科技有限公司,,100G,500-4692,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0(Mitsubishi Gen3),Standard",,0,,20.000,SINC20240320001,1000,10039744,10,苏州旭创科技有限公司,TR-QQ13L-N00,TR-QQ13L-N00,20,CNY,3/29/24,杨陵辉,,YANGLH,
3/20/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",,0,,100.000,PO-240320-001,7000,10039749,10,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,100,USD,3/20/24,莫兆熊,,HURN,
3/20/24,国外-直销,标准销售订单,200065,Cisco Systems,Cisco Systems,100G,500-5703,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G Q28 SR4 G3,Sony Vcsel Cisco",,0,,6.000,USA000EP518839,1000,10039750,40,苏州旭创科技有限公司,TR-FC85G-NCI,10-3512-01,6,USD,3/20/24,莫兆熊,,HURN,
3/20/24,国外-直销,标准销售订单,200065,Cisco Systems,Cisco Systems,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,,0,,7.000,USA000EP523340,1000,10039751,10,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,7,USD,3/20/24,莫兆熊,,HURN,
3/21/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6448,40G QSFP+ LX4 Gen3.0(100G QSFP28 CWDM4 Gen3.0 platform),40G QSFP+ LX4 Gen3(100G Q28 CWDM4 G3平台),40G QSFP+ LX4,,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",,0,,2273.000,111680758_1,1000,10039758,10,苏州旭创科技有限公司,TR-QQ13Y-N00-H3C,3406A08L,2273,CNY,3/21/24,高爽,,WANGZB,
2/1/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-007,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 7m Sony Vcsel Cisco,2/5/24,39.000,,0,21202528525,1000,20017742,120,苏州旭创科技有限公司,TF-FC007-NC4,10-3176-04,39,USD,12/11/23,莫兆熊,,HURN,
2/1/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,561-0099,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite,,"100G QSFP28 CWDM4 Lite V2(Mit),Cisco,TW",2/6/24,300.000,,0,21202528125,1000,20017743,30,苏州旭创科技有限公司,TR-FC13H-HCI,10-3220-02,300,USD,2/2/24,莫兆熊,,HURN,
1/2/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-020,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 20m BRCM Vcsel Cisco,1/12/24,6.000,,0,21202522339,1000,20017747,1150,苏州旭创科技有限公司,TF-FC020-NC4,10-3179-04,6,USD,12/11/23,莫兆熊,,HURN,
1/19/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 2m Sony Vcsel Cisco,1/24/24,76.000,,0,21202522339,1000,20017747,1160,苏州旭创科技有限公司,TF-FC002-NC4,10-3173-04,76,USD,12/11/23,莫兆熊,,HURN,
2/7/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 2m Sony Vcsel Cisco,2/25/24,186.000,,0,21202522339,1000,20017747,1170,苏州旭创科技有限公司,TF-FC002-NC4,10-3173-04,186,USD,12/11/23,莫兆熊,,HURN,
3/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-020,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 20m Sony Vcsel Cisco,3/12/24,37.000,,0,21202522339,1000,20017747,1180,苏州旭创科技有限公司,TF-FC020-NC4,10-3179-04,37,USD,12/11/23,莫兆熊,,HURN,
2/23/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 10m Sony Vcsel Cisco,3/1/24,3.000,,0,21202522408,1000,20017748,500,苏州旭创科技有限公司,TF-FC010-NC4,10-3177-04,3,USD,12/11/23,莫兆熊,,HURN,
1/6/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,1/12/24,404.000,,0,21202525904,1000,20017751,100,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,404,USD,12/11/23,莫兆熊,,HURN,
1/2/24,国内-直销,VMI发货订单,100023,华为技术有限公司,,100G,500-4752,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,0,,50.000,CH00094313,1000,20017843,1,苏州旭创科技有限公司,TR-FC13T-N4X,34060645-002,50,CNY,5/1/24,严冰艾,,BIZLINK,
1/2/24,国内-直销,VMI发货订单,100023,华为技术有限公司,,100G,500-4752,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,0,,180.000,CH00094313,1000,20017843,2,苏州旭创科技有限公司,TR-FC13T-N4X,34060645-002,180,CNY,5/1/24,严冰艾,,BIZLINK,
1/2/24,国内-直销,VMI发货订单,100023,华为技术有限公司,,100G,500-4752,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,0,,170.000,CH00094313,1000,20017843,3,苏州旭创科技有限公司,TR-FC13T-N4X,34060645-002,170,CNY,5/1/24,严冰艾,,BIZLINK,
1/2/24,国内-直销,VMI发货订单,100023,华为技术有限公司,,100G,500-4752,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,0,,180.000,CH00094313,1000,20017843,4,苏州旭创科技有限公司,TR-FC13T-N4X,34060645-002,180,CNY,5/1/24,严冰艾,,BIZLINK,
1/2/24,国内-直销,VMI发货订单,100023,华为技术有限公司,,100G,500-4752,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,0,,170.000,CH00094313,1000,20017843,5,苏州旭创科技有限公司,TR-FC13T-N4X,34060645-002,170,CNY,5/1/24,严冰艾,,BIZLINK,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-001,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 1m BRCM Vcsel Cisco,,0,,30.000,21202534603,1000,20017855,10,苏州旭创科技有限公司,TF-FC001-NC4,10-3172-04,30,USD,5/24/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 2m BRCM Vcsel Cisco,,0,,175.000,21202534603,1000,20017855,20,苏州旭创科技有限公司,TF-FC002-NC4,10-3173-04,175,USD,4/26/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 2m BRCM Vcsel Cisco,,0,,100.000,21202534603,1000,20017855,30,苏州旭创科技有限公司,TF-FC002-NC4,10-3173-04,100,USD,4/26/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-003,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 3m BRCM Vcsel Cisco,,0,,240.000,21202534603,1000,20017855,40,苏州旭创科技有限公司,TF-FC003-NC4,10-3174-04,240,USD,5/17/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-003,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 3m BRCM Vcsel Cisco,,0,,150.000,21202534603,1000,20017855,50,苏州旭创科技有限公司,TF-FC003-NC4,10-3174-04,150,USD,5/17/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-005,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 5m BRCM Vcsel Cisco,,0,,190.000,21202534603,1000,20017855,60,苏州旭创科技有限公司,TF-FC005-NC4,10-3175-04,190,USD,5/10/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 10m Sony Vcsel Cisco,3/18/24,120.000,,0,21202534603,1000,20017855,70,苏州旭创科技有限公司,TF-FC010-NC4,10-3177-04,120,USD,5/10/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 10m Sony Vcsel Cisco,3/18/24,120.000,,0,21202534603,1000,20017855,80,苏州旭创科技有限公司,TF-FC010-NC4,10-3177-04,120,USD,5/17/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-001,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 1m BRCM Vcsel Cisco,,0,,40.000,21202537334,1000,20017856,20,苏州旭创科技有限公司,TF-FC001-NC4,10-3172-04,40,USD,5/31/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-005,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 5m BRCM Vcsel Cisco,,0,,405.000,21202537334,1000,20017856,30,苏州旭创科技有限公司,TF-FC005-NC4,10-3175-04,405,USD,5/17/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 10m Sony Vcsel Cisco,3/18/24,115.000,,0,21202537334,1000,20017856,40,苏州旭创科技有限公司,TF-FC010-NC4,10-3177-04,115,USD,5/24/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-025,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 25m Sony Vcsel Cisco,1/30/24,30.000,,0,21202537334,1000,20017856,50,苏州旭创科技有限公司,TF-FC025-NC4,10-3180-04,30,USD,6/3/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-030,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 30m Sony Vcsel Cisco,2/25/24,35.000,,0,21202537334,1000,20017856,60,苏州旭创科技有限公司,TF-FC030-NC4,10-3181-04,35,USD,5/24/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-020,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 20m BRCM Vcsel Cisco,,0,,30.000,21202535403,1000,20017857,10,苏州旭创科技有限公司,TF-FC020-NC4,10-3179-04,30,USD,4/26/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,3/18/24,768.000,,0,21202537364,1000,20017858,10,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,768,USD,3/22/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5614-020,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 20m BRCM Vcsel Cisco,,0,,35.000,21202537364,1000,20017858,20,苏州旭创科技有限公司,TF-FC020-NC4,10-3179-04,35,USD,5/10/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,3/8/24,1800.000,,0,21202534775,1000,20017859,40,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,1800,USD,1/12/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,3/13/24,1776.000,,0,21202534775,1000,20017859,50,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,1776,USD,1/12/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5391-007,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 7m Sony Vcsel Cisco,,100.000,,100.000,21202538513,1000,20017862,10,苏州旭创科技有限公司,TF-FC007-NC4,10-3176-04,100,USD,3/22/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5500,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite,,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,1440.000,,1440.000,21202538513,1000,20017862,20,苏州旭创科技有限公司,TR-FC13H-HCI,10-3220-02,1440,USD,3/8/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5499,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",3/4/24,122.000,,0,21202538513,1000,20017862,60,苏州旭创科技有限公司,TR-FC13T-NCI,10-3145-02,122,USD,2/23/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5499,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",3/1/24,720.000,,0,21202538513,1000,20017862,70,苏州旭创科技有限公司,TR-FC13T-NCI,10-3145-02,720,USD,2/23/24,莫兆熊,,HURN,
1/8/24,国外-直销,VMI发货订单,200469,Fabrinet,Fabrinet-SG-Cisco,100G,500-5499,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",3/4/24,10.000,,710.000,21202538513,1000,20017862,80,苏州旭创科技有限公司,TR-FC13T-NCI,10-3145-02,720,USD,3/1/24,莫兆熊,,HURN,
